buy_date,buy_value,num_shares,position_type,cash_balance,sell_date,sell_value,profit_loss,borrowed_value,borrow_cost
2024-06-17 12:00:00,445.4,22.4517287831163,long,10067.579703637182,2024-06-17 18:30:00,448.41,67.57970363718114,,
2024-06-17 18:30:00,448.41,22.451728783116305,short,10040.637629097442,2024-06-18 05:00:00,449.61,-26.942074539739313,10067.579703637182,0.0
2024-06-18 05:00:00,449.61,22.33188236270866,long,9999.546965550056,2024-06-18 09:30:00,447.77,-41.09066354738465,,
2024-06-18 09:30:00,447.77,22.33188236270866,short,10030.364963210593,2024-06-18 19:30:00,446.39,30.817997660537852,9999.546965550056,0.0
2024-06-18 19:30:00,446.39,22.469958922042593,long,10030.364963210593,2024-06-20 09:00:00,446.39,0.0,,
2024-06-20 09:00:00,446.39,22.469958922042593,short,10059.014160836197,2024-06-20 15:00:00,445.115,28.649197625603797,10030.364963210593,0.0
